NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,
J1737-0314D,264.40041667,-3.24583333,0.002890,*,9.140,1.788,
J1737-0314E,264.40041667,-3.24583333,0.002280,*,9.140,1.932,
J1737-0811,264.44630146,-8.18580194,0.004175,1.07,0.206,0.206,
J1737-3102,264.39054167,-31.03347222,0.768672,0.60,3.602,3.602,
J1737-3137,264.26787500,-31.62250000,0.450432,0.88,4.162,4.162,
J1737-3320,264.29379167,-33.33888889,0.816273,0.35,13.384,13.384,
B1734-35,264.41682917,-35.92883333,0.397585,1.00,2.489,2.489,
J1738+0333,264.72485766,3.55301852,0.005850,0.34,1.471,1.506,
J1738+04,264.60416667,4.33333333,1.391790,*,1.083,1.083,
J1738-2330,264.53666667,-23.51305556,1.978847,1.05,2.832,2.832,
J1738-2647,264.52095833,-26.79611111,0.349591,0.44,4.127,4.127,
J1738-2736,264.56095000,-27.60716667,0.627716,0.17,11.991,11.991,
J1738-2955,264.71716667,-29.93261667,0.443425,0.24,3.460,3.460,
J1738-3107,264.69750000,-31.12888889,0.549498,0.26,4.790,4.790,
B1735-32,264.72577198,-32.19823466,0.768499,2.40,1.274,1.274,
J1738-3316,264.64354167,-33.26711111,0.730373,0.55,3.755,3.755,
J1739+0612,264.82485833,6.20788889,0.234169,0.80,25.000,25.000,
J1739-1313,264.99092083,-13.22183333,1.215698,0.90,0.735,0.735,
J1739-2521,264.88595417,-25.36555556,1.818461,*,4.411,4.411,
B1736-29,264.89288333,-29.05061111,0.322886,4.50,2.911,2.911,
J1739-3023,264.91579167,-30.38692222,0.114372,1.01,3.074,3.074,
J1739-3049,264.84675000,-30.82777778,0.239317,0.50,4.380,4.380,
B1736-31,264.85126677,-31.52091637,0.529441,7.04,4.403,4.403,
J1739-3159,264.95283333,-31.99694444,0.877561,1.40,3.794,3.794,
J1739-3951,264.90937500,-39.86675000,0.341772,0.12,0.784,0.784,
J1740+1000,265.10812500,10.00175000,0.154087,2.70,1.227,1.227,
B1737+13,265.03060625,13.19908056,0.803050,2.10,4.176,4.176,
J1740-2540,265.18883333,-25.67194444,1.692656,0.16,15.056,15.056,
J1740+27,265.12500000,27.21666667,1.058200,*,3.507,3.507,
B1737-30,265.14091667,-30.26208333,0.606887,8.90,0.400,2.944,
J1740-3052,265.20833750,-30.86786111,0.570313,0.70,4.748,4.748,
J1740-3327,265.10716667,-33.46486111,0.515001,0.30,4.191,4.191,
J1740-5340A,265.18578750,-53.67802778,0.003650,*,2.482,3.140,
J1740-5340B,265.17762500,-53.67447222,0.005787,*,2.482,3.168,
B1738-08,265.34401208,-8.67547528,2.043082,1.40,3.571,0.222,
J1741+1351,265.37976974,13.86225441,0.003747,0.29,1.667,1.362,
J1741-2019,265.27862500,-20.32333333,3.904506,*,2.553,2.553,
J1741-2054,265.48849167,-20.89920000,0.413700,0.16,0.300,0.273,
J1741-21,265.25000000,-21.00000000,2.565000,*,5.168,5.168,
J1741-2719,265.39608333,-27.32305556,0.346797,0.20,11.562,11.562,
J1741-2733,265.25558333,-27.56416667,0.892959,1.80,3.055,3.055,
J1741+2758,265.47295833,27.96916667,1.360738,*,2.523,2.523,
J1741-2945,265.31029167,-29.75972222,0.223558,0.60,3.714,3.714,
J1741-3016,265.27933333,-30.27527778,1.893749,2.60,3.870,3.870,
J1741-34,265.47500000,-34.31666667,0.875137,0.20,4.552,4.552,
J1741+3855,265.30142083,38.91941667,0.828861,*,25.000,25.000,
B1737-39,265.32532917,-39.46061111,0.512212,5.50,4.609,4.609,
J1742-0203,265.50000000,-2.05000000,0.132000,*,3.685,3.685,
J1742-3321,265.54833333,-33.35583333,0.143266,*,*,*,
J1742-3957,265.51845833,-39.95611111,1.016349,0.14,12.007,12.007,
J1742-4616,265.60875000,-46.28152778,0.412401,1.50,5.689,5.689,
B1740-03,265.78410450,-3.65318894,0.444645,0.50,0.200,0.200,
J1743+05,265.81666667,5.48333333,1.473630,*,3.950,3.950,
B1740-13,265.90675856,-13.86054575,0.405337,0.50,3.495,3.495,
J1743-2442,265.83383333,-24.71527778,1.242508,0.14,6.493,6.493,
B1740-31,265.90295833,-31.83963889,2.414652,2.10,3.332,3.332,
J1743-3153,265.81485417,-31.88480556,0.193105,0.60,8.819,8.819,
J1743-35,265.77500000,-35.53333333,0.569980,0.05,4.011,4.011,
J1743-4212,265.77176250,-42.20066667,0.306167,1.90,5.011,5.011,
J1744-1134,266.12254074,-11.58186576,0.004075,2.60,0.395,0.148,
J1744-1610,266.06889167,-16.17661111,1.757206,*,1.923,1.923,
J1744-2335,266.20195833,-23.59861111,1.683507,0.20,2.723,2.723,
J1744-3130,266.02367500,-31.50111111,1.066061,0.70,3.304,3.304,
J1744-3922,266.01114583,-39.37252778,0.172444,0.11,4.541,4.541,
J1744-5337,266.16216667,-53.63083333,0.355666,0.40,8.783,8.783,
J1744-7619,266.00203333,-76.32075278,0.004688,*,*,*,
J1745-0129,266.25858333,-1.48836111,1.045407,*,5.371,5.371,
J1745-0952,266.28806167,-9.87768944,0.019376,0.38,0.226,0.226,
J1745+1017,266.39098792,10.29792306,0.002652,0.51,1.214,1.214,
J1745+1252,266.43412500,12.87730556,1.059849,*,11.167,11.167,
J1745-2229,266.31962500,-22.48722222,1.160593,0.13,15.562,15.562,
J1745-23,266.37500000,-23.41666667,0.005417,*,7.941,7.941,
J1745-2758,266.46770000,-27.97722222,0.487528,0.15,4.123,4.123,
J1745-2900,266.41735917,-29.00830444,3.763733,*,8.300,8.289,
J1745-2910,266.31666667,-29.16666667,0.982000,*,7.968,7.968,
J1745-2912,266.44929346,-29.20855000,0.187379,*,8.109,8.109,
B1742-30,266.48465000,-30.67302778,0.367434,21.00,0.200,2.343,
J1745-3812,266.31425000,-38.20202778,0.698353,0.20,5.033,5.033,
J1745+42,266.45000000,42.88333333,0.305100,*,5.642,5.642,
J1746+2245,266.50350000,22.75802778,3.465038,*,6.831,6.831,
J1746+2540,266.52862500,25.67708333,1.058148,*,25.000,25.000,
J1746-2849,266.51398900,-28.83705139,1.478480,0.40,8.217,8.217,
J1746-2850,266.52750000,-28.84500000,1.077101,0.80,5.612,5.612,
J1746-2856,266.70772833,-28.94971944,0.945224,*,8.149,8.149,
J1746-3239,266.72894583,-32.66550000,0.199541,*,*,*,
J1747-1030,266.99295833,-10.50138889,1.578793,*,2.511,2.511,
J1747-2647,266.87872500,-26.78722222,0.500254,1.54,6.135,6.135,
J1747-2802,266.86062500,-28.04361111,2.780079,0.50,5.148,5.148,
J1747-2809,266.84500000,-28.15416667,0.052153,*,8.141,8.141,
J1747-2958,266.81617500,-29.96694444,0.098814,0.25,2.520,2.520,
J1747-4036,266.95298503,-40.61521979,0.001646,1.51,7.149,7.149,
B1745-12,267.07253221,-13.01446767,0.394133,2.00,2.403,2.403,
B1745-20A,267.21953750,-20.36102778,0.288603,0.37,8.250,8.551,
J1748-2021B,267.22063708,-20.36079444,0.016760,*,8.250,8.699,
J1748-2021C,267.21322167,-20.36494722,0.006227,*,8.250,9.318,
J1748-2021D,267.21519438,-20.35205944,0.013496,*,8.250,9.135,
J1748-2021E,267.22000167,-20.35816111,0.016264,*,8.250,9.023,
J1748-2021F,267.21805792,-20.36092500,0.003794,*,8.250,8.657,
J1748-2444,267.20213485,-24.74360108,0.442838,0.34,3.845,3.845,
B1744-24A,267.00939583,-24.77691667,0.011563,0.61,6.620,4.439,
J1748-2446aa,267.02000000,-24.77916667,0.005788,0.03,6.620,4.388,
J1748-2446ab,267.02000000,-24.77916667,0.005120,0.04,6.620,4.432,
J1748-2446ac,267.02000000,-24.77916667,0.005087,0.03,6.620,4.400,
J1748-2446ad,267.02000000,-24.77916667,0.001396,*,6.620,4.370,
J1748-2446ae,267.02000000,-24.77916667,0.003659,0.06,6.620,4.399,
J1748-2446af,267.02000000,-24.77916667,0.003304,0.03,6.620,4.387,
J1748-2446ag,267.02000000,-24.77916667,0.004448,0.02,6.620,4.386,
J1748-2446ah,267.02000000,-24.77916667,0.004965,0.01,6.620,4.390,
J1748-2446ai,267.02000000,-24.77916667,0.021228,0.03,6.620,4.355,
J1748-2446aj,267.02088292,-24.77634722,0.002959,0.03,6.620,4.400,
J1748-2446ak,267.01535833,-24.77717500,0.001890,0.03,6.620,4.385,
J1748-2446al,267.00000000,-24.76666667,0.005950,0.01,6.620,4.396,
J1748-2446am,267.02009792,-24.77978056,0.002934,*,6.620,4.395,
J1748-2446an,267.02357908,-24.77834167,0.004802,0.03,6.620,4.389,
J1748-2446C,267.01891667,-24.77666667,0.008436,1.10,6.620,4.385,
J1748-2446D,267.02000000,-24.77916667,0.004714,0.07,6.620,4.446,
J1748-2446E,267.02000000,-24.77916667,0.002198,0.17,6.620,4.380,
J1748-2446F,267.02000000,-24.77916667,0.005540,0.06,6.620,4.403,
J1748-2446G,267.02000000,-24.77916667,0.021672,0.02,6.620,4.387,
J1748-2446H,267.02000000,-24.77916667,0.004926,0.04,6.620,4.393,
J1748-2446I,267.02000000,-24.77916667,0.009570,0.10,6.620,4.398,
J1748-2446J,267.02000000,-24.77916667,0.080338,0.06,6.620,4.357,
J1748-2446K,267.02000000,-24.77916667,0.002970,0.07,6.620,4.359,
J1748-2446L,267.02000000,-24.77916667,0.002245,0.10,6.620,4.388,
J1748-2446M,267.02000000,-24.77916667,0.003570,0.14,6.620,4.398,
J1748-2446N,267.02000000,-24.77916667,0.008667,0.15,6.620,4.396,
J1748-2446O,267.02000000,-24.77916667,0.001677,0.31,6.620,4.376,
J1748-2446P,267.02000000,-24.77916667,0.001729,*,6.620,4.401,
J1748-2446Q,267.02000000,-24.77916667,0.002812,0.06,6.620,4.357,
J1748-2446R,267.02000000,-24.77916667,0.005029,0.04,6.620,4.387,
J1748-2446S,267.02000000,-24.77916667,0.006117,0.02,6.620,4.376,
J1748-2446T,267.02000000,-24.77916667,0.007085,0.03,6.620,4.391,
J1748-2446U,267.02000000,-24.77916667,0.003289,0.03,6.620,4.369,
J1748-2446V,267.02000000,-24.77916667,0.002073,0.10,6.620,4.400,
J1748-2446W,267.02000000,-24.77916667,0.004205,0.05,6.620,4.402,
J1748-2446X,267.02000000,-24.77916667,0.002999,0.04,6.620,4.410,
J1748-2446Y,267.02000000,-24.77916667,0.002048,0.04,6.620,4.401,
J1748-2446Z,267.02000000,-24.77916667,0.002463,0.03,6.620,4.400,
J1748-30,267.00000000,-30.28333333,0.382735,0.16,13.822,13.822,
J1748-3009,267.09899250,-30.15313333,0.009684,1.40,5.053,5.053,
J1749+16,267.37083333,16.40000000,2.311650,*,7.382,7.382,
J1749-2146,267.33850417,-21.77527778,2.714556,*,9.601,9.601,
J1749-2347,267.31504167,-23.78805556,0.874486,0.13,12.646,12.646,
J1749-2629,267.29700000,-26.48611111,1.335388,0.70,4.196,4.196,
B1746-30,267.30622054,-30.04303417,0.609874,4.10,12.731,12.731,
J1749-4931,267.34904167,-49.53305556,0.445822,0.10,1.980,1.980,
J1749-5417,267.44608333,-54.29186111,0.307577,0.32,3.279,3.279,
B1745-56,267.43541667,-56.08861111,1.332310,0.64,2.493,2.493,
J1749+5952,267.38845000,59.87670278,0.436041,*,25.000,25.000,
J1750+07,267.66666667,7.55000000,1.908810,*,3.751,3.751,
J1750-2043,267.57666667,-20.71888889,5.639047,0.24,8.840,8.840,
J1750-2438,267.74911250,-24.64944444,0.712794,0.50,12.845,12.845,
J1750-2444,267.59566667,-24.74638889,0.899377,0.27,4.858,4.858,
J1750-2536,267.63912500,-25.61194444,0.034749,0.11,3.227,3.227,
J1750-28,267.51666667,-28.75000000,1.300513,0.09,4.069,4.069,
B1747-31,267.69716057,-31.96226094,0.910363,1.40,4.338,4.338,
J1750-3503,267.68542083,-35.05247222,0.684014,0.79,5.864,5.864,
J1750-3703A,267.55750667,-37.05304167,0.111601,*,12.730,13.527,
J1750-3703B,267.55073750,-37.05636944,0.006075,*,12.730,13.594,
J1750-3703C,267.55605875,-37.05155000,0.026569,*,12.730,13.087,
J1750-3703D,267.55457042,-37.05176889,0.005140,*,12.730,13.005,
J1751-2516,267.96929167,-25.27861111,0.394836,0.22,5.180,5.180,
J1751-2737,267.80270833,-27.62216667,0.002230,*,3.483,3.483,
J1751-2857,267.88622165,-28.96292222,0.003915,0.46,1.087,1.087,
J1751-3323,267.88635417,-33.39433333,0.548227,1.67,14.283,14.283,
B1747-46,267.92581667,-46.95736944,0.742354,6.60,0.739,0.739,
J1752+2359,268.14758333,23.99672222,0.409051,*,3.030,3.030,
J1752-2410,268.24475833,-24.17388889,0.191037,0.47,12.399,12.399,
B1749-28,268.24454000,-28.11036111,0.562558,47.80,0.200,1.335,
J1752-2821,268.10229167,-28.35277778,0.640229,0.32,5.436,5.436,
J1753-12,268.22083333,-12.98333333,0.405454,*,1.123,1.123,
J1753-1914,268.39654583,-19.24944444,0.062955,0.13,2.915,2.915,
J1753-2240,268.41602917,-22.67833333,0.095138,0.15,3.232,3.232,
B1750-24,268.37757946,-25.00699789,0.528336,2.30,5.309,5.309,
J1753-28,268.27500000,-28.88333333,0.085859,*,0.693,0.693,
J1753-2819,268.48409875,-28.32500833,0.018624,0.14,4.143,4.143,
J1753-38,268.25000000,-38.81666667,0.666804,*,8.815,8.815,
J1754+0032,268.71666667,0.60916667,0.004411,0.61,4.052,4.052,
J1754-2422,268.65233333,-24.37333333,2.090248,*,11.097,11.097,
J1754-3014,268.62575417,-30.25083333,1.320490,*,2.520,2.520,
J1754-3443,268.65571667,-34.73163889,0.361691,0.49,7.197,7.197,
J1754-3510,268.72756667,-35.17861111,0.392704,0.47,2.556,2.556,
B1753+52,268.59544500,52.02006778,2.391397,1.60,6.250,4.173,
J1755-0903,268.79318333,-9.06433333,0.190710,*,0.235,0.235,
J1755-1650,268.79853333,-16.84472222,0.733744,0.13,4.618,4.618,
J1755-2025,268.89917083,-20.41666667,0.322231,0.18,15.975,15.975,
J1755-2521,268.99879167,-25.35750000,1.175968,0.70,3.444,3.444,
J1755-25211,268.83045833,-25.35250000,1.004513,0.17,5.055,5.055,
J1755-2534,268.95758333,-25.57750000,0.233541,0.17,4.399,4.399,
J1755-2550,268.91000000,-25.83944444,0.315196,0.20,4.891,4.891,
J1755-26,268.81787500,-26.00000000,0.430872,0.14,3.946,3.946,
J1755-2725,268.92450000,-27.42916667,0.261955,0.50,2.704,2.704,
J1755-33,268.80000000,-33.51666667,0.959466,0.20,14.084,14.084,
J1755-3716,268.89769250,-37.26966111,0.012786,0.52,8.177,8.177,
J1756+1822,269.07326250,18.38202778,0.744001,0.01,25.000,25.000,
J1756-2225,269.10650000,-22.43000000,0.404980,0.25,4.779,4.779,
J1756-2251,269.19430755,-22.86648611,0.028462,1.09,0.730,2.807,
B1753-24,269.24130613,-24.59286391,0.670480,2.00,3.834,3.834,
J1756-25,269.17500000,-25.46666667,0.855986,0.20,4.768,4.768,
J1756-2619,269.33079167,-26.31888889,0.724514,0.10,5.112,5.112,
J1757-1500,269.30313333,-15.00791667,0.179354,0.09,4.222,4.222,
J1757-16,269.35416667,-16.43333333,0.451273,*,3.367,3.367,
J1757-1854,269.26576825,-18.90093778,0.021497,0.14,19.549,19.549,
J1757-2223,269.46155000,-22.39694444,0.185310,1.00,3.727,3.727,
B1754-24,269.37218150,-24.36873464,0.234106,7.20,3.124,3.124,
J1757-2745,269.47826083,-27.76115556,0.017687,0.07,8.208,8.208,
J1757-5322,269.31317292,-53.37399639,0.008870,1.17,0.945,0.945,
J1758-1931,269.52333333,-19.52805556,0.692552,0.38,4.544,4.544,
J1758-2206,269.68520833,-22.11250000,0.430278,0.41,15.065,15.065,
J1758-2540,269.63308333,-25.68027778,2.107263,0.65,3.410,3.410,
J1758-2630,269.64279167,-26.50277778,1.202893,0.41,4.350,4.350,
J1758-2846,269.56420833,-28.76722222,0.766706,0.20,2.006,2.006,
J1758+3030,269.60783333,30.50666667,0.947256,*,3.279,3.279,
J1759-1029,269.89291667,-10.49916667,2.512263,*,2.519,2.519,
J1759-1736,269.86733333,-17.60277778,0.798452,0.12,4.917,4.917,
J1759-1903,269.92400000,-19.05527778,0.731505,0.16,21.806,21.806,
J1759-1940,269.98766667,-19.67472222,0.254720,0.90,7.987,7.987,
J1759-1956,269.89758333,-19.93555556,2.843389,0.41,4.620,4.620,
B1756-22,269.85068333,-22.09250000,0.460982,1.30,3.256,3.256,
J1759-2302,269.95512500,-23.03555556,0.810718,1.30,5.782,5.782,
J1759-2307,269.87893750,-23.12138889,0.558889,0.70,5.345,5.345,
J1759-24,269.85000000,-24.03333333,1.457739,0.50,4.870,4.870,
J1759-2549,269.89633333,-25.81861111,0.956549,0.60,4.842,4.842,
J1759-2922,269.95102546,-29.36867382,0.574400,0.56,2.417,2.417,
J1759-3107,269.84190000,-31.12272222,1.078955,0.91,3.100,3.100,
J1759+5036,269.94030000,50.61582222,0.176016,0.12,0.543,0.543,
J1759-5505,269.89233333,-55.09191667,0.373392,0.23,3.096,3.096,
J1800-0125,270.09200000,-1.42516667,0.783185,0.14,1.529,1.529,
J1800-2114,270.05125000,-21.23861111,1.799272,0.30,16.114,16.114,
B1757-23,270.00000000,-23.71666667,1.030820,*,3.559,3.559,
J1800+5034,270.18488393,50.57271248,0.578375,*,1.937,1.937,
B1758-03,270.34428333,-3.96547222,0.921493,0.70,5.739,5.739,
J1801-0857A,270.46087375,-8.95884806,0.007176,0.04,9.230,6.684,
J1801-0857B,270.46068417,-8.95913056,0.028962,0.01,9.230,6.660,
J1801-0857C,270.46140546,-8.95908306,0.003739,0.01,9.230,6.667,
J1801-0857D,270.48068000,-8.95674556,0.004227,*,9.230,5.835,
J1801-0857E,270.46093000,-8.95869167,0.007602,*,9.230,6.759,
J1801-0857F,270.46142042,-8.95868611,0.024892,*,9.230,6.806,
J1801-0857G,270.45874583,-8.95775000,0.051591,*,9.230,6.984,
J1801-0857H,270.46912292,-8.96476389,0.005643,*,9.230,6.354,
J1801-0857I,270.46041667,-8.95888889,0.003250,*,9.230,6.173,
J1801-1417,270.46280555,-14.29292389,0.003625,1.54,1.105,1.105,
J1801-1855,270.34291667,-18.93027778,2.550498,0.47,20.072,20.072,
J1801-1909,270.44454167,-19.16000000,1.108725,0.50,4.897,4.897,
J1801-2115,270.38537500,-21.25500000,0.438113,0.19,14.873,14.873,
J1801-2154,270.28616667,-21.90198611,0.375302,0.21,4.132,4.132,
B1758-23,270.33256200,-23.07906583,0.415827,7.00,4.000,6.431,
B1757-24,270.25006667,-24.85763889,0.124924,1.46,3.803,3.803,
B1758-29,270.44516250,-29.34391667,1.081910,2.60,3.013,3.013,
J1801-3210,270.35786333,-32.18159250,0.007454,0.45,6.112,6.112,
J1801-3458,270.46941667,-34.97694444,1.385604,0.11,5.915,5.915,
J1802+0128,270.61437500,1.47325000,0.554262,*,7.681,7.681,
J1802+03,270.68333333,3.63333333,0.664300,*,5.099,5.099,
J1802-0523,270.55058333,-5.39138889,1.680573,0.15,4.070,4.070,
J1802-1745,270.56187500,-17.75472222,0.514671,0.21,6.596,6.596,
J1802-2124,270.52223157,-21.40101361,0.012648,0.73,0.760,3.026,
J1802-2426,270.51291667,-24.44527778,0.569007,0.60,12.876,12.876,
J1802-3346,270.73000000,-33.77916667,2.461052,0.20,13.672,13.672,
J1803+1358,270.79583333,13.99055556,0.001520,*,*,*,
J1803-1616,270.89450000,-16.27500000,0.536596,0.16,19.035,19.035,
J1803-1857,270.99608333,-18.95527778,2.864338,0.40,10.784,10.784,
J1803-1920,270.87266667,-19.34472222,0.443649,0.27,12.534,12.534,
B1800-21,270.96421042,-21.61870861,0.133667,9.60,4.400,3.422,
J1803-2149,270.79013333,-21.82027778,0.106332,*,*,*,
B1800-27,270.88205275,-27.20177396,0.334415,1.20,3.466,3.466,
J1803-3002A,270.89166667,-30.03388889,0.007101,0.70,7.300,5.804,
J1803-3002B,270.89166667,-30.03388889,0.004397,*,7.300,5.802,
J1803-3002C,270.89166667,-30.03388889,0.005840,*,7.300,5.979,
J1803-3002D,270.89166667,-30.03388889,0.005530,0.03,7.300,5.814,
J1803-3329,270.93522083,-33.48630556,0.633412,*,7.811,7.811,
B1802-07,271.20789751,-7.59019273,0.023101,1.00,8.160,8.156,
J1804-2228,271.11745833,-22.47166667,0.570511,0.20,4.054,4.054,
J1804-2717,271.08805453,-27.29203750,0.009343,0.40,0.805,0.805,
J1804-28,271.20000000,-28.11666667,1.273011,0.40,5.469,5.469,
J1804-2858,271.00634679,-28.97961333,0.001493,0.92,8.237,8.237,
B1802+03,271.29231094,3.10840942,0.218712,*,5.255,5.255,
J1805+0615,271.42666538,6.25516833,0.002129,*,3.885,3.885,
J1805-0619,271.38098333,-6.32927778,0.454651,0.90,5.429,5.429,
J1805-1504,271.27541667,-15.07666667,1.181269,3.70,5.409,5.409,
J1805-2032,271.40454167,-20.54750000,0.405769,0.70,6.694,6.694,
J1805-2037,271.36745833,-20.62111111,0.357807,0.34,4.983,4.983,
J1805-2447,271.35804167,-24.79166667,0.661402,0.27,4.576,4.576,
J1805-2948,271.42704167,-29.80000000,0.428341,0.20,4.589,4.589,
J1806+1023,271.71714167,10.38841667,0.484286,*,2.954,2.954,
B1804-12,271.52829745,-11.90798496,0.522618,2.70,3.005,3.005,
J1806-1618,271.60741667,-16.31055556,0.668309,0.22,10.156,10.156,
J1806-1920,271.52750000,-19.33972222,0.879791,1.40,12.793,12.793,
J1806-2125,271.58250000,-21.46543889,0.481825,0.80,4.886,4.886,
J1806+2819,271.60444083,28.31697639,0.015084,*,1.330,1.330,
J1807+04,271.85416667,4.08333333,0.798900,*,2.390,2.390,
J1807+0756,271.96347917,7.94538611,0.464300,*,7.935,7.935,
B1804-08,271.90844750,-8.79535278,0.163727,18.20,1.500,2.700,
J1807-2459A,271.83481502,-24.99802819,0.003059,1.10,2.580,3.015,
J1807-2459B,271.83696337,-25.00053194,0.004186,*,2.580,3.045,
J1807-2557,271.80691667,-25.95555556,2.764195,*,18.556,18.556,
B1804-27,271.78539637,-27.25082303,0.827776,0.91,15.364,15.364,
J1808+00,272.07916667,0.56666667,0.425115,*,25.000,25.000,
J1808-0813,272.03930190,-8.21716578,0.876044,1.60,3.972,3.972,
J1808-1020,272.19014167,-10.34675000,0.596993,0.23,8.076,8.076,
J1808-1517,272.16287500,-15.29444444,0.544549,0.35,4.306,4.306,
J1808-1726,272.17625000,-17.44083333,0.241035,0.39,14.163,14.163,
J1808-2024,272.16390417,-20.41106944,7.555920,*,13.000,*,
B1805-20,272.02665192,-20.96875681,0.918410,2.60,4.582,4.582,
J1808-2701,272.05512500,-27.02250000,2.457882,0.15,2.706,2.706,
J1808-3249,272.01866667,-32.82611111,0.364912,1.70,6.269,6.269,
J1809-0119,272.46400000,-1.32472222,0.744976,*,10.737,10.737,
J1809-0743,272.39966667,-7.71705556,0.313886,0.30,13.999,13.999,
J1809-1429,272.43962500,-14.49027778,0.895285,0.60,17.153,17.153,
J1809+17,272.27500000,17.06666667,2.066700,*,3.152,3.152,
J1809-1850,272.40504167,-18.84861111,1.124481,0.20,4.667,4.667,
J1809-1917,272.42973333,-19.29391667,0.082755,2.80,3.268,3.268,
J1809-1943,272.46286233,-19.73109208,5.540743,0.68,3.600,3.153,
J1809-2004,272.31612500,-20.07000000,0.434811,0.90,5.228,5.228,
B1806-21,272.30970645,-21.15079899,0.702414,0.84,4.119,4.119,
J1809-2332,272.45937500,-23.53963333,0.146789,*,0.880,*,
J1809-3547,272.36241667,-35.78833333,0.860388,*,22.564,22.564,
J1810+0705,272.69599167,7.09341667,0.307683,*,5.456,5.456,
J1810-1441,272.74650833,-14.69266667,0.217214,0.21,6.755,6.755,
J1810-1709,272.61754167,-17.15750000,1.161133,0.45,14.518,14.518,
J1810+1744,272.65533333,17.74371667,0.001660,*,2.361,2.361,
J1810-1820,272.73133333,-18.34416667,0.153716,0.70,4.237,4.237,
J1810-2005,272.74579958,-20.08563056,0.032822,1.33,3.513,3.513,
B1806-53,272.68530417,-53.63545306,0.261050,*,1.647,1.647,
J1811-0154,272.83283333,-1.90858333,0.924945,0.70,11.112,11.112,
J1811-0624,272.82535875,-6.41039444,0.004146,0.10,5.801,5.801,
J1811+0702,272.83508333,7.04158333,0.461713,*,2.965,2.965,
J1811-1049,272.82112500,-10.81750000,2.623859,0.30,8.667,8.667,
J1811-1717,272.86054167,-17.29638889,0.391385,0.20,5.184,5.184,
J1811-1736,272.97930833,-17.61047222,0.104182,1.30,4.419,4.419,
J1811-1835,272.87383333,-18.59555556,0.557464,0.42,4.933,4.933,
J1811-1925,272.87166667,-19.42444444,0.064667,*,5.000,*,
J1811-2405,272.83272521,-24.08845056,0.002661,1.33,1.831,1.831,
J1811-2439,272.98137500,-24.66472222,0.415813,0.26,3.756,3.756,
J1811-4930,272.86329167,-49.50577778,1.432704,0.40,1.447,1.447,
B1810+02,273.22161561,2.44920135,0.793903,0.30,7.197,7.197,
J1812-15,273.15000000,-15.51666667,1.014529,*,10.041,10.041,
B1809-173,273.03003585,-17.30818717,1.205374,1.10,3.661,3.661,
B1809-176,273.06608021,-17.56051972,0.538341,4.80,4.492,4.492,
J1812-1910,273.14537500,-19.17750000,0.430991,0.28,5.922,5.922,
J1812-20,273.15241667,-20.96833333,1.903112,*,11.219,11.219,
J1812-2102,273.08720833,-21.04333333,1.223352,1.40,14.440,14.440,
J1812-2526,273.13458333,-25.44388889,0.315835,0.18,22.244,22.244,
J1812-2748,273.16908333,-27.80083333,0.236983,*,2.941,2.941,
J1812-3039,273.18709167,-30.65583333,0.587477,*,5.474,5.474,
J1813-0402,273.39556675,-4.04661739,0.004107,0.15,2.229,2.229,
J1813-1246,273.34904167,-12.76644444,0.048072,*,2.635,*,
J1813-1749,273.39658333,-17.83264444,0.044741,*,6.147,6.147,
J1813+1822,273.41150000,18.37083333,0.336425,*,4.989,4.989,
J1813-2113,273.41612500,-21.21677778,0.426466,0.60,14.968,14.968,
J1813-2242,273.37150000,-22.70166667,0.328514,0.21,12.474,12.474,
J1813-2621,273.41913187,-26.36584861,0.004430,0.58,3.158,3.158,
B1811+40,273.30533754,40.22750946,0.931089,1.10,4.917,4.917,
J1814-0521,273.60887500,-5.36027778,1.014219,*,4.211,4.211,
J1814-0618,273.67191667,-6.30047222,1.377868,0.58,5.990,5.990,
J1814+1130,273.67809167,11.51220833,0.751261,*,4.151,4.151,
J1814-1649,273.65562500,-16.82444444,0.957464,1.30,5.205,5.205,
J1814-1744,273.67958333,-17.74666667,3.975905,0.70,5.118,5.118,
J1814+22,273.65000000,22.38333333,0.253700,*,6.461,6.461,
J1814+31,273.62916667,31.50027778,0.002090,*,*,*,
J1815-1738,273.81112500,-17.63523056,0.198457,0.40,4.887,4.887,
J1815-1910,273.76283333,-19.16677778,1.249924,0.32,6.139,6.139,
J1815+5546,273.77391993,55.77314169,0.426844,*,25.000,25.000,
J1816-0755,274.10226250,-7.92291667,0.217643,0.17,3.152,3.152,
J1816-1446,274.12162500,-14.77500000,0.594500,0.23,10.097,10.097,
B1813-17,274.07775852,-17.48408470,0.782313,1.30,4.432,4.432,
B1813-26,274.14749583,-26.83138889,0.592885,2.38,3.591,3.591,
J1816+4510,274.14972650,45.17607272,0.003193,*,4.356,4.356,
J1816-5643,274.15193333,-56.72836111,0.217923,*,2.580,2.580,
J1817-0743,274.45745833,-7.72191667,0.438095,0.25,0.195,0.195,
J1817-1511,274.40083333,-15.19416667,0.224604,0.43,7.341,7.341,
J1817-1742,274.28764167,-17.70030556,0.149744,*,*,*,
J1817-1938,274.27841667,-19.64333333,2.046838,0.10,17.002,17.002,
B1814-23,274.25000000,-23.18333333,0.625470,*,7.934,7.934,
B1813-36,274.27440417,-36.30127778,0.387019,3.20,4.383,4.383,
J1817-3837,274.25112500,-38.63325000,0.384487,2.09,6.086,6.086,
